OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
2545,INT,ADV,"The broadcasting revenue from the London Olympics was almost enough to finance a mission to Mars, Lansdorp said.","The broadcasting revenue from the London Olympics was almost enough to finance a mission to Mars, Lansdorp said, in an interview with ABC News."
4451,ELE,INT,"Susumu Tonagawa, a scientist at the Massachusetts Institute of Technology (MIT), and his team wanted to study how these false memories form in the human brain.","Susumu Tonagawa, a neuroscientist at the Massachusetts Institute of Technology (MIT), and his team wanted to study how these false memories might form in the human brain, so they encoded memories in the brains of mice by manipulating individual neurons."
4451,INT,ELE,"Susumu Tonagawa, a neuroscientist at the Massachusetts Institute of Technology (MIT), and his team wanted to study how these false memories might form in the human brain, so they encoded memories in the brains of mice by manipulating individual neurons.","Susumu Tonagawa, a scientist at the Massachusetts Institute of Technology (MIT), and his team wanted to study how these false memories form in the human brain."
4480,ELE,INT,"The price increase has been caused by very bad droughts in the US and Russia, and weak monsoon rains in Asia.","The price increase has been caused by severe droughts in the US and Russia, and weak monsoon rains in Asia."
4480,INT,ELE,"The price increase has been caused by severe droughts in the US and Russia, and weak monsoon rains in Asia.","The price increase has been caused by very bad droughts in the US and Russia, and weak monsoon rains in Asia."
4385,ELE,INT,"Before Saturdays match in Brasilia, groups of demonstrators were dispersed by riot police.","Before Saturdays opening match in Brasilia, crowds of demonstrators were dispersed by riot police."
4385,INT,ELE,"Before Saturdays opening match in Brasilia, crowds of demonstrators were dispersed by riot police.","Before Saturdays match in Brasilia, groups of demonstrators were dispersed by riot police."
4320,ADV,INT,"Industries where employers were most likely to report at least one person on a zero-hours contract were hotels, catering and leisure (48%), education (35%) and healthcare (27%). ","Industries where employers were most likely to have at least one person on a zero-hours contract were hotels, catering and leisure (48%), education (35%) and healthcare (27%)."
4320,INT,ADV,"Industries where employers were most likely to have at least one person on a zero-hours contract were hotels, catering and leisure (48%), education (35%) and healthcare (27%).","Industries where employers were most likely to report at least one person on a zero-hours contract were hotels, catering and leisure (48%), education (35%) and healthcare (27%). "
4926,ELE,INT,"For the study, 823 people agreed for researchers to collect metadata from their phones using an app.","For the study, 823 people agreed to have metadata collected from their phones through an Android app."
4926,INT,ELE,"For the study, 823 people agreed to have metadata collected from their phones through an Android app.","For the study, 823 people agreed for researchers to collect metadata from their phones using an app."
5791,ELE,INT,"The number of people who use e-cigarettes while continuing to smoke is going down, West said.","Numbers who use e-cigarettes while continuing to smoke are going down, West said."
5791,INT,ELE,"Numbers who use e-cigarettes while continuing to smoke are going down, West said.","The number of people who use e-cigarettes while continuing to smoke is going down, West said."
686,ADV,ELE,Same with yoga.,It is the same with yoga  yoga is for everybody.
686,ELE,ADV,It is the same with yoga  yoga is for everybody.,Same with yoga.
3520,ADV,INT,"It is all part of the experience Brooks needs to acquire before he is trusted with more high-profile games, the different problems that need dealing with  often, clubs are very reluctant to have a late postponement, particularly when they have to pay all the staff who have turned up but will not receive any gate money.","It is all part of the experience Brooks needs to acquire before he is trusted with more important games, the different problems that need dealing with  often, clubs are very reluctant to have a late postponement, particularly when they have to pay all the staff who have come but will not receive any gate money."
3520,INT,ADV,"It is all part of the experience Brooks needs to acquire before he is trusted with more important games, the different problems that need dealing with  often, clubs are very reluctant to have a late postponement, particularly when they have to pay all the staff who have come but will not receive any gate money.","It is all part of the experience Brooks needs to acquire before he is trusted with more high-profile games, the different problems that need dealing with  often, clubs are very reluctant to have a late postponement, particularly when they have to pay all the staff who have turned up but will not receive any gate money."
3244,ADV,INT,"But, for Mowat, the worst part of the job is defi nitely not handling the eels  he believes baby eels (known as elvers) are as cute as pandas: The worst thing about the job is regularly learning how much damage we, the British population, are doing to the environment.","But, for Mowat, the worst part of the job is definitely not handling the eels  he believes baby eels (known as elvers) are as cute as pandas: The worst thing about the job is regularly learning how much damage we are doing to the environment."
